,date,count,period,hour,minute,day,month,year,weekday,d0,d1,d2,d3,d4
92,2021-09-01 23:00:00,1682778,2021-09-01 23:00:00,23,0,1,9,2021,2,1667820,1666835,1687135,1691640,1669208
93,2021-09-01 23:15:00,1704109,2021-09-01 23:15:00,23,15,1,9,2021,2,1682778,1667820,1666835,1687135,1691640
94,2021-09-01 23:30:00,1701791,2021-09-01 23:30:00,23,30,1,9,2021,2,1704109,1682778,1667820,1666835,1687135
95,2021-09-01 23:45:00,1696806,2021-09-01 23:45:00,23,45,1,9,2021,2,1701791,1704109,1682778,1667820,1666835
96,2021-09-02 00:00:00,1599958,2021-09-02 00:00:00,0,0,2,9,2021,3,1696806,1701791,1704109,1682778,1667820
97,2021-09-02 00:15:00,1597365,2021-09-02 00:15:00,0,15,2,9,2021,3,1599958,1696806,1701791,1704109,1682778
98,2021-09-02 00:30:00,1600245,2021-09-02 00:30:00,0,30,2,9,2021,3,1597365,1599958,1696806,1701791,1704109
99,2021-09-02 00:45:00,1596765,2021-09-02 00:45:00,0,45,2,9,2021,3,1600245,1597365,1599958,1696806,1701791
100,2021-09-02 01:00:00,1585937,2021-09-02 01:00:00,1,0,2,9,2021,3,1596765,1600245,1597365,1599958,1696806
101,2021-09-02 01:15:00,1689720,2021-09-02 01:15:00,1,15,2,9,2021,3,1585937,1596765,1600245,1597365,1599958
102,2021-09-02 01:30:00,1698244,2021-09-02 01:30:00,1,30,2,9,2021,3,1689720,1585937,1596765,1600245,1597365
103,2021-09-02 01:45:00,1682602,2021-09-02 01:45:00,1,45,2,9,2021,3,1698244,1689720,1585937,1596765,1600245
104,2021-09-02 02:00:00,1664372,2021-09-02 02:00:00,2,0,2,9,2021,3,1682602,1698244,1689720,1585937,1596765
105,2021-09-02 02:15:00,1666873,2021-09-02 02:15:00,2,15,2,9,2021,3,1664372,1682602,1698244,1689720,1585937
106,2021-09-02 02:30:00,1595605,2021-09-02 02:30:00,2,30,2,9,2021,3,1666873,1664372,1682602,1698244,1689720
107,2021-09-02 02:45:00,1595925,2021-09-02 02:45:00,2,45,2,9,2021,3,1595605,1666873,1664372,1682602,1698244
108,2021-09-02 03:00:00,1601299,2021-09-02 03:00:00,3,0,2,9,2021,3,1595925,1595605,1666873,1664372,1682602
109,2021-09-02 03:15:00,1617156,2021-09-02 03:15:00,3,15,2,9,2021,3,1601299,1595925,1595605,1666873,1664372
110,2021-09-02 03:30:00,1563397,2021-09-02 03:30:00,3,30,2,9,2021,3,1617156,1601299,1595925,1595605,1666873
111,2021-09-02 03:45:00,1575462,2021-09-02 03:45:00,3,45,2,9,2021,3,1563397,1617156,1601299,1595925,1595605
112,2021-09-02 04:00:00,1605807,2021-09-02 04:00:00,4,0,2,9,2021,3,1575462,1563397,1617156,1601299,1595925
113,2021-09-02 04:15:00,1622819,2021-09-02 04:15:00,4,15,2,9,2021,3,1605807,1575462,1563397,1617156,1601299
114,2021-09-02 04:30:00,1623019,2021-09-02 04:30:00,4,30,2,9,2021,3,1622819,1605807,1575462,1563397,1617156
115,2021-09-02 04:45:00,1551593,2021-09-02 04:45:00,4,45,2,9,2021,3,1623019,1622819,1605807,1575462,1563397
116,2021-09-02 05:00:00,1566927,2021-09-02 05:00:00,5,0,2,9,2021,3,1551593,1623019,1622819,1605807,1575462
117,2021-09-02 05:15:00,1559185,2021-09-02 05:15:00,5,15,2,9,2021,3,1566927,1551593,1623019,1622819,1605807
118,2021-09-02 05:30:00,1554093,2021-09-02 05:30:00,5,30,2,9,2021,3,1559185,1566927,1551593,1623019,1622819
119,2021-09-02 05:45:00,1499229,2021-09-02 05:45:00,5,45,2,9,2021,3,1554093,1559185,1566927,1551593,1623019
120,2021-09-02 06:00:00,1497725,2021-09-02 06:00:00,6,0,2,9,2021,3,1499229,1554093,1559185,1566927,1551593
121,2021-09-02 06:15:00,1519546,2021-09-02 06:15:00,6,15,2,9,2021,3,1497725,1499229,1554093,1559185,1566927
122,2021-09-02 06:30:00,1609066,2021-09-02 06:30:00,6,30,2,9,2021,3,1519546,1497725,1499229,1554093,1559185
123,2021-09-02 06:45:00,1623608,2021-09-02 06:45:00,6,45,2,9,2021,3,1609066,1519546,1497725,1499229,1554093
124,2021-09-02 07:00:00,1634341,2021-09-02 07:00:00,7,0,2,9,2021,3,1623608,1609066,1519546,1497725,1499229
125,2021-09-02 07:15:00,1639488,2021-09-02 07:15:00,7,15,2,9,2021,3,1634341,1623608,1609066,1519546,1497725
126,2021-09-02 07:30:00,1636519,2021-09-02 07:30:00,7,30,2,9,2021,3,1639488,1634341,1623608,1609066,1519546
127,2021-09-02 07:45:00,1655404,2021-09-02 07:45:00,7,45,2,9,2021,3,1636519,1639488,1634341,1623608,1609066
128,2021-09-02 08:00:00,1654692,2021-09-02 08:00:00,8,0,2,9,2021,3,1655404,1636519,1639488,1634341,1623608
129,2021-09-02 08:15:00,1654809,2021-09-02 08:15:00,8,15,2,9,2021,3,1654692,1655404,1636519,1639488,1634341
130,2021-09-02 08:30:00,1619767,2021-09-02 08:30:00,8,30,2,9,2021,3,1654809,1654692,1655404,1636519,1639488
131,2021-09-02 08:45:00,1607680,2021-09-02 08:45:00,8,45,2,9,2021,3,1619767,1654809,1654692,1655404,1636519
132,2021-09-02 09:00:00,1610692,2021-09-02 09:00:00,9,0,2,9,2021,3,1607680,1619767,1654809,1654692,1655404
133,2021-09-02 09:15:00,1632434,2021-09-02 09:15:00,9,15,2,9,2021,3,1610692,1607680,1619767,1654809,1654692
134,2021-09-02 09:30:00,1635329,2021-09-02 09:30:00,9,30,2,9,2021,3,1632434,1610692,1607680,1619767,1654809
135,2021-09-02 09:45:00,1635955,2021-09-02 09:45:00,9,45,2,9,2021,3,1635329,1632434,1610692,1607680,1619767
136,2021-09-02 10:00:00,1624905,2021-09-02 10:00:00,10,0,2,9,2021,3,1635955,1635329,1632434,1610692,1607680
137,2021-09-02 10:15:00,1624972,2021-09-02 10:15:00,10,15,2,9,2021,3,1624905,1635955,1635329,1632434,1610692
138,2021-09-02 10:30:00,1708510,2021-09-02 10:30:00,10,30,2,9,2021,3,1624972,1624905,1635955,1635329,1632434
139,2021-09-02 10:45:00,1688102,2021-09-02 10:45:00,10,45,2,9,2021,3,1708510,1624972,1624905,1635955,1635329
140,2021-09-02 11:00:00,1654599,2021-09-02 11:00:00,11,0,2,9,2021,3,1688102,1708510,1624972,1624905,1635955
141,2021-09-02 11:15:00,1657037,2021-09-02 11:15:00,11,15,2,9,2021,3,1654599,1688102,1708510,1624972,1624905
142,2021-09-02 11:30:00,1675248,2021-09-02 11:30:00,11,30,2,9,2021,3,1657037,1654599,1688102,1708510,1624972
143,2021-09-02 11:45:00,1675269,2021-09-02 11:45:00,11,45,2,9,2021,3,1675248,1657037,1654599,1688102,1708510
144,2021-09-02 12:00:00,1665205,2021-09-02 12:00:00,12,0,2,9,2021,3,1675269,1675248,1657037,1654599,1688102
145,2021-09-02 12:15:00,1672248,2021-09-02 12:15:00,12,15,2,9,2021,3,1665205,1675269,1675248,1657037,1654599
146,2021-09-02 12:30:00,1709658,2021-09-02 12:30:00,12,30,2,9,2021,3,1672248,1665205,1675269,1675248,1657037
147,2021-09-02 12:45:00,1694546,2021-09-02 12:45:00,12,45,2,9,2021,3,1709658,1672248,1665205,1675269,1675248
148,2021-09-02 13:00:00,1735658,2021-09-02 13:00:00,13,0,2,9,2021,3,1694546,1709658,1672248,1665205,1675269
149,2021-09-02 13:15:00,1690129,2021-09-02 13:15:00,13,15,2,9,2021,3,1735658,1694546,1709658,1672248,1665205
150,2021-09-02 13:30:00,1691436,2021-09-02 13:30:00,13,30,2,9,2021,3,1690129,1735658,1694546,1709658,1672248
151,2021-09-02 13:45:00,1698763,2021-09-02 13:45:00,13,45,2,9,2021,3,1691436,1690129,1735658,1694546,1709658
152,2021-09-02 14:00:00,1701594,2021-09-02 14:00:00,14,0,2,9,2021,3,1698763,1691436,1690129,1735658,1694546
153,2021-09-02 14:15:00,1740841,2021-09-02 14:15:00,14,15,2,9,2021,3,1701594,1698763,1691436,1690129,1735658
154,2021-09-02 14:30:00,1743402,2021-09-02 14:30:00,14,30,2,9,2021,3,1740841,1701594,1698763,1691436,1690129
155,2021-09-02 14:45:00,1739796,2021-09-02 14:45:00,14,45,2,9,2021,3,1743402,1740841,1701594,1698763,1691436
156,2021-09-02 15:00:00,1736792,2021-09-02 15:00:00,15,0,2,9,2021,3,1739796,1743402,1740841,1701594,1698763
157,2021-09-02 15:15:00,1775901,2021-09-02 15:15:00,15,15,2,9,2021,3,1736792,1739796,1743402,1740841,1701594
158,2021-09-02 15:30:00,1760737,2021-09-02 15:30:00,15,30,2,9,2021,3,1775901,1736792,1739796,1743402,1740841
159,2021-09-02 15:45:00,1754224,2021-09-02 15:45:00,15,45,2,9,2021,3,1760737,1775901,1736792,1739796,1743402
160,2021-09-02 16:00:00,1762057,2021-09-02 16:00:00,16,0,2,9,2021,3,1754224,1760737,1775901,1736792,1739796
161,2021-09-02 16:15:00,1764763,2021-09-02 16:15:00,16,15,2,9,2021,3,1762057,1754224,1760737,1775901,1736792
162,2021-09-02 16:30:00,1769476,2021-09-02 16:30:00,16,30,2,9,2021,3,1764763,1762057,1754224,1760737,1775901
163,2021-09-02 16:45:00,1749303,2021-09-02 16:45:00,16,45,2,9,2021,3,1769476,1764763,1762057,1754224,1760737
164,2021-09-02 17:00:00,1843272,2021-09-02 17:00:00,17,0,2,9,2021,3,1749303,1769476,1764763,1762057,1754224
165,2021-09-02 17:15:00,1828315,2021-09-02 17:15:00,17,15,2,9,2021,3,1843272,1749303,1769476,1764763,1762057
166,2021-09-02 17:30:00,1823188,2021-09-02 17:30:00,17,30,2,9,2021,3,1828315,1843272,1749303,1769476,1764763
167,2021-09-02 17:45:00,1788402,2021-09-02 17:45:00,17,45,2,9,2021,3,1823188,1828315,1843272,1749303,1769476
168,2021-09-02 18:00:00,1787470,2021-09-02 18:00:00,18,0,2,9,2021,3,1788402,1823188,1828315,1843272,1749303
169,2021-09-02 18:15:00,1692012,2021-09-02 18:15:00,18,15,2,9,2021,3,1787470,1788402,1823188,1828315,1843272
170,2021-09-02 18:30:00,1655818,2021-09-02 18:30:00,18,30,2,9,2021,3,1692012,1787470,1788402,1823188,1828315
171,2021-09-02 18:45:00,1642376,2021-09-02 18:45:00,18,45,2,9,2021,3,1655818,1692012,1787470,1788402,1823188
172,2021-09-02 19:00:00,1637440,2021-09-02 19:00:00,19,0,2,9,2021,3,1642376,1655818,1692012,1787470,1788402
173,2021-09-02 19:15:00,1607644,2021-09-02 19:15:00,19,15,2,9,2021,3,1637440,1642376,1655818,1692012,1787470
174,2021-09-02 19:30:00,1618262,2021-09-02 19:30:00,19,30,2,9,2021,3,1607644,1637440,1642376,1655818,1692012
175,2021-09-02 19:45:00,1613764,2021-09-02 19:45:00,19,45,2,9,2021,3,1618262,1607644,1637440,1642376,1655818
176,2021-09-02 20:00:00,1611494,2021-09-02 20:00:00,20,0,2,9,2021,3,1613764,1618262,1607644,1637440,1642376
177,2021-09-02 20:15:00,1628491,2021-09-02 20:15:00,20,15,2,9,2021,3,1611494,1613764,1618262,1607644,1637440
178,2021-09-02 20:30:00,1586424,2021-09-02 20:30:00,20,30,2,9,2021,3,1628491,1611494,1613764,1618262,1607644
179,2021-09-02 20:45:00,1585087,2021-09-02 20:45:00,20,45,2,9,2021,3,1586424,1628491,1611494,1613764,1618262
180,2021-09-02 21:00:00,1492141,2021-09-02 21:00:00,21,0,2,9,2021,3,1585087,1586424,1628491,1611494,1613764
181,2021-09-02 21:15:00,1486515,2021-09-02 21:15:00,21,15,2,9,2021,3,1492141,1585087,1586424,1628491,1611494
182,2021-09-02 21:30:00,1487755,2021-09-02 21:30:00,21,30,2,9,2021,3,1486515,1492141,1585087,1586424,1628491
183,2021-09-02 21:45:00,1491425,2021-09-02 21:45:00,21,45,2,9,2021,3,1487755,1486515,1492141,1585087,1586424
184,2021-09-02 22:00:00,1505967,2021-09-02 22:00:00,22,0,2,9,2021,3,1491425,1487755,1486515,1492141,1585087
185,2021-09-02 22:15:00,1455147,2021-09-02 22:15:00,22,15,2,9,2021,3,1505967,1491425,1487755,1486515,1492141
186,2021-09-02 22:30:00,1454486,2021-09-02 22:30:00,22,30,2,9,2021,3,1455147,1505967,1491425,1487755,1486515
187,2021-09-02 22:45:00,1440129,2021-09-02 22:45:00,22,45,2,9,2021,3,1454486,1455147,1505967,1491425,1487755
188,2021-09-02 23:00:00,1505339,2021-09-02 23:00:00,23,0,2,9,2021,3,1440129,1454486,1455147,1505967,1491425
189,2021-09-02 23:15:00,1511130,2021-09-02 23:15:00,23,15,2,9,2021,3,1505339,1440129,1454486,1455147,1505967
190,2021-09-02 23:30:00,1514954,2021-09-02 23:30:00,23,30,2,9,2021,3,1511130,1505339,1440129,1454486,1455147
191,2021-09-02 23:45:00,1499474,2021-09-02 23:45:00,23,45,2,9,2021,3,1514954,1511130,1505339,1440129,1454486
192,2021-09-03 00:00:00,1505233,2021-09-03 00:00:00,0,0,3,9,2021,4,1499474,1514954,1511130,1505339,1440129
193,2021-09-03 00:15:00,1525144,2021-09-03 00:15:00,0,15,3,9,2021,4,1505233,1499474,1514954,1511130,1505339
194,2021-09-03 00:30:00,1494752,2021-09-03 00:30:00,0,30,3,9,2021,4,1525144,1505233,1499474,1514954,1511130
195,2021-09-03 00:45:00,1442640,2021-09-03 00:45:00,0,45,3,9,2021,4,1494752,1525144,1505233,1499474,1514954
196,2021-09-03 01:00:00,1444699,2021-09-03 01:00:00,1,0,3,9,2021,4,1442640,1494752,1525144,1505233,1499474
197,2021-09-03 01:15:00,1350881,2021-09-03 01:15:00,1,15,3,9,2021,4,1444699,1442640,1494752,1525144,1505233
198,2021-09-03 01:30:00,1340429,2021-09-03 01:30:00,1,30,3,9,2021,4,1350881,1444699,1442640,1494752,1525144
199,2021-09-03 01:45:00,1372104,2021-09-03 01:45:00,1,45,3,9,2021,4,1340429,1350881,1444699,1442640,1494752
200,2021-09-03 02:00:00,1402057,2021-09-03 02:00:00,2,0,3,9,2021,4,1372104,1340429,1350881,1444699,1442640
201,2021-09-03 02:15:00,1408840,2021-09-03 02:15:00,2,15,3,9,2021,4,1402057,1372104,1340429,1350881,1444699
202,2021-09-03 02:30:00,1436003,2021-09-03 02:30:00,2,30,3,9,2021,4,1408840,1402057,1372104,1340429,1350881
203,2021-09-03 02:45:00,1438228,2021-09-03 02:45:00,2,45,3,9,2021,4,1436003,1408840,1402057,1372104,1340429
204,2021-09-03 03:00:00,1405808,2021-09-03 03:00:00,3,0,3,9,2021,4,1438228,1436003,1408840,1402057,1372104
205,2021-09-03 03:15:00,1417776,2021-09-03 03:15:00,3,15,3,9,2021,4,1405808,1438228,1436003,1408840,1402057
206,2021-09-03 03:30:00,1433386,2021-09-03 03:30:00,3,30,3,9,2021,4,1417776,1405808,1438228,1436003,1408840
207,2021-09-03 03:45:00,1411667,2021-09-03 03:45:00,3,45,3,9,2021,4,1433386,1417776,1405808,1438228,1436003
208,2021-09-03 04:00:00,1395297,2021-09-03 04:00:00,4,0,3,9,2021,4,1411667,1433386,1417776,1405808,1438228
209,2021-09-03 04:15:00,1370937,2021-09-03 04:15:00,4,15,3,9,2021,4,1395297,1411667,1433386,1417776,1405808
210,2021-09-03 04:30:00,1373011,2021-09-03 04:30:00,4,30,3,9,2021,4,1370937,1395297,1411667,1433386,1417776
211,2021-09-03 04:45:00,1435871,2021-09-03 04:45:00,4,45,3,9,2021,4,1373011,1370937,1395297,1411667,1433386
212,2021-09-03 05:00:00,1431285,2021-09-03 05:00:00,5,0,3,9,2021,4,1435871,1373011,1370937,1395297,1411667
213,2021-09-03 05:15:00,1428139,2021-09-03 05:15:00,5,15,3,9,2021,4,1431285,1435871,1373011,1370937,1395297
